Cliente: ('127.0.0.1', 48088), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.17302131652832
Cliente: ('127.0.0.1', 47864), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.140124320983887
Cliente: ('127.0.0.1', 47874), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.152002096176147
Cliente: ('127.0.0.1', 48004), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.19399642944336
Cliente: ('127.0.0.1', 47988), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.154964685440063
Cliente: ('127.0.0.1', 48082), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.14728283882141
Cliente: ('127.0.0.1', 47852), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.213614463806152
Cliente: ('127.0.0.1', 47972), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.155581951141357
Cliente: ('127.0.0.1', 48044), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.158782243728638
Cliente: ('127.0.0.1', 47896), NombreArchivo: File100.zip, TamanioArchivo: 101964686, Hash: 2d6a9eb2773deec38bdb67a031f6fb70, Entrega exitosa: Me llego el archivo y el hash, Tiempo: 19.194942235946655
