Cliente,NombreArchivo,TamanioArchivo,Tiempo
50680,file2.txt,250000000,10.242855072021484
50687,file2.txt,250000000,10.237622022628784
50685,file2.txt,250000000,10.238290548324585
50686,file2.txt,250000000,10.246153354644775
50681,file2.txt,250000000,10.253732919692993
50683,file2.txt,250000000,10.253214120864868
50689,file2.txt,250000000,10.252689838409424
50688,file2.txt,250000000,10.25470757484436

