Cliente: ('127.0.0.1', 57088), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.4417688846588135
Cliente: ('127.0.0.1', 48811), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.444575786590576
Cliente: ('127.0.0.1', 48940), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.449662446975708
Cliente: ('127.0.0.1', 40663), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.460977792739868
Cliente: ('127.0.0.1', 57370), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.4609882831573486
Cliente: ('127.0.0.1', 53948), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.4655113220214844
Cliente: ('127.0.0.1', 49735), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.466256618499756
Cliente: ('127.0.0.1', 45538), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.464536428451538
Cliente: ('127.0.0.1', 48247), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.466665267944336
Cliente: ('127.0.0.1', 43890), NombreArchivo: File100.zip, TamanioArchivo: 72832101, Tiempo: 2.466238021850586
